origin_id,timestamp,step,actual,prediction,lower,upper,q25,q75,model
2,2016-05-15 06:00:00,13,51.666666666666664,59.9494,44.644764,111.80636,50.98838,81.36267,chronos_zeroshot
2,2016-05-15 07:00:00,14,93.33333333333331,70.916145,47.82571,140.35974,56.82488,101.33851,chronos_zeroshot
2,2016-05-15 08:00:00,15,118.33333333333331,92.37716,61.415348,176.61578,73.45435,129.44595,chronos_zeroshot
2,2016-05-15 09:00:00,16,101.66666666666669,93.02434,60.115227,186.50919,71.94031,134.3092,chronos_zeroshot
2,2016-05-15 10:00:00,17,108.33333333333331,91.459114,55.097816,191.35551,68.20675,136.32784,chronos_zeroshot
2,2016-05-15 11:00:00,18,105.0,89.74893,51.06799,195.85107,64.790375,138.0343,chronos_zeroshot
2,2016-05-15 12:00:00,19,96.66666666666669,88.062996,48.936802,195.09712,62.57232,136.60196,chronos_zeroshot
2,2016-05-15 13:00:00,20,136.66666666666666,86.939514,49.646263,191.37692,62.95031,133.59552,chronos_zeroshot
2,2016-05-15 14:00:00,21,88.33333333333333,83.41069,50.11275,184.33543,62.130398,127.511185,chronos_zeroshot
2,2016-05-15 15:00:00,22,93.33333333333331,82.192764,48.775238,184.55807,60.96984,127.06172,chronos_zeroshot
2,2016-05-15 16:00:00,23,143.33333333333334,102.81591,56.906994,213.88809,74.1327,153.9255,chronos_zeroshot
2,2016-05-15 17:00:00,24,236.66666666666663,163.98459,97.83849,282.8423,125.96757,220.47751,chronos_zeroshot
3,2016-05-15 18:00:00,1,98.33333333333331,177.095,130.03792,249.85373,150.37479,211.95383,chronos_zeroshot
3,2016-05-15 19:00:00,2,96.66666666666669,120.344025,89.36173,181.93475,101.56073,149.4406,chronos_zeroshot
3,2016-05-15 20:00:00,3,246.66666666666663,93.39443,74.19842,139.43704,81.169785,114.01959,chronos_zeroshot
3,2016-05-15 21:00:00,4,203.33333333333337,72.37927,61.807953,103.33708,65.72742,85.207886,chronos_zeroshot
3,2016-05-15 22:00:00,5,86.66666666666667,62.3497,55.72877,82.1486,58.52972,69.58014,chronos_zeroshot
3,2016-05-15 23:00:00,6,83.33333333333333,58.84226,52.760296,71.029915,55.579086,62.84705,chronos_zeroshot
3,2016-05-16 00:00:00,7,61.666666666666664,57.180946,50.5797,65.830025,53.7562,60.209587,chronos_zeroshot
3,2016-05-16 01:00:00,8,53.333333333333336,55.91678,49.359196,64.98305,52.356056,59.37362,chronos_zeroshot
3,2016-05-16 02:00:00,9,56.666666666666664,55.286182,49.618942,65.707726,52.347084,59.02422,chronos_zeroshot
3,2016-05-16 03:00:00,10,53.333333333333336,53.6365,48.921932,66.838,51.148865,57.95813,chronos_zeroshot
3,2016-05-16 04:00:00,11,55.0,55.19927,49.09395,76.391716,51.6885,63.011246,chronos_zeroshot
3,2016-05-16 05:00:00,12,51.666666666666664,62.552895,51.03886,95.825645,55.602913,76.43945,chronos_zeroshot
3,2016-05-16 06:00:00,13,53.333333333333336,65.110886,49.073753,109.92025,54.863594,85.38874,chronos_zeroshot
3,2016-05-16 07:00:00,14,61.666666666666664,74.97188,54.149822,129.1642,61.828392,99.99771,chronos_zeroshot
3,2016-05-16 08:00:00,15,88.33333333333333,68.86073,50.525505,124.657074,56.562668,93.79793,chronos_zeroshot
3,2016-05-16 09:00:00,16,70.0,64.0184,49.991844,115.44197,54.372887,86.176025,chronos_zeroshot
3,2016-05-16 10:00:00,17,148.33333333333334,65.52596,51.190525,114.71708,56.209747,86.38195,chronos_zeroshot
3,2016-05-16 11:00:00,18,103.33333333333331,66.346535,49.90096,116.38461,56.057983,87.80037,chronos_zeroshot
3,2016-05-16 12:00:00,19,206.66666666666663,71.845406,51.77878,123.37366,59.274307,94.23746,chronos_zeroshot
3,2016-05-16 13:00:00,20,266.6666666666667,76.84823,55.04338,128.19482,63.63849,99.08149,chronos_zeroshot
3,2016-05-16 14:00:00,21,88.33333333333333,74.82168,55.805237,125.213715,63.549072,96.15007,chronos_zeroshot
3,2016-05-16 15:00:00,22,111.66666666666669,75.5924,56.191933,129.43031,64.29954,98.30083,chronos_zeroshot
3,2016-05-16 16:00:00,23,88.33333333333333,100.1837,66.954544,166.52997,80.60948,130.39346,chronos_zeroshot
3,2016-05-16 17:00:00,24,243.33333333333337,182.651,123.76036,261.38678,151.40201,220.80585,chronos_zeroshot
4,2016-05-16 18:00:00,1,155.0,141.23979,96.80726,220.06824,114.91506,178.28957,chronos_zeroshot
4,2016-05-16 19:00:00,2,115.0,115.51317,80.130516,185.90805,93.971405,148.88895,chronos_zeroshot
4,2016-05-16 20:00:00,3,96.66666666666669,97.71154,71.93248,154.9627,81.24843,124.04134,chronos_zeroshot
4,2016-05-16 21:00:00,4,68.33333333333333,74.92651,58.904503,116.59885,64.68254,93.09411,chronos_zeroshot
4,2016-05-16 22:00:00,5,46.666666666666664,62.343548,52.684097,89.42076,56.304977,73.25273,chronos_zeroshot
4,2016-05-16 23:00:00,6,60.0,58.16331,51.196926,74.70918,54.055786,64.19225,chronos_zeroshot
4,2016-05-17 00:00:00,7,50.0,54.70596,49.36634,64.538864,51.781338,58.136337,chronos_zeroshot
4,2016-05-17 01:00:00,8,55.0,53.343655,48.19076,61.555355,50.695942,56.50496,chronos_zeroshot
4,2016-05-17 02:00:00,9,51.666666666666664,54.205547,49.46369,62.818665,51.777756,57.30187,chronos_zeroshot
4,2016-05-17 03:00:00,10,53.333333333333336,52.821842,49.087803,62.958267,50.959263,55.968224,chronos_zeroshot
4,2016-05-17 04:00:00,11,53.333333333333336,51.829735,49.098274,66.20498,50.468735,56.409283,chronos_zeroshot
4,2016-05-17 05:00:00,12,58.333333333333336,54.53928,49.698605,77.65077,51.948296,62.817318,chronos_zeroshot
4,2016-05-17 06:00:00,13,56.666666666666664,56.564194,47.309074,91.529076,50.87038,71.02063,chronos_zeroshot
4,2016-05-17 07:00:00,14,65.0,60.81494,47.198395,107.51884,51.969154,81.36708,chronos_zeroshot
4,2016-05-17 08:00:00,15,56.666666666666664,61.03676,48.43382,112.75956,52.24097,83.248825,chronos_zeroshot
4,2016-05-17 09:00:00,16,51.666666666666664,56.13998,48.58139,105.644295,50.321144,76.511826,chronos_zeroshot
4,2016-05-17 10:00:00,17,53.333333333333336,57.772354,50.186676,107.6325,52.50917,77.976166,chronos_zeroshot
4,2016-05-17 11:00:00,18,51.666666666666664,58.09565,48.819523,109.38512,52.028297,78.90943,chronos_zeroshot
4,2016-05-17 12:00:00,19,53.333333333333336,63.143288,50.321423,116.43107,54.707497,84.953415,chronos_zeroshot
4,2016-05-17 13:00:00,20,41.666666666666664,65.291306,50.77482,119.35179,55.997803,87.35141,chronos_zeroshot
4,2016-05-17 14:00:00,21,53.333333333333336,62.290733,49.79064,116.49716,54.479706,84.16204,chronos_zeroshot
4,2016-05-17 15:00:00,22,51.666666666666664,61.839077,47.82045,120.84128,53.060425,86.000946,chronos_zeroshot
4,2016-05-17 16:00:00,23,66.66666666666667,84.30162,55.339767,157.61584,66.435455,117.339325,chronos_zeroshot
4,2016-05-17 17:00:00,24,153.33333333333334,156.26385,101.761444,243.54921,126.126045,197.94864,chronos_zeroshot
5,2016-05-17 18:00:00,1,100.0,123.23027,86.93728,193.35873,101.444405,155.52972,chronos_zeroshot
5,2016-05-17 19:00:00,2,123.33333333333331,102.71421,75.468506,163.70917,85.8454,130.8352,chronos_zeroshot
5,2016-05-17 20:00:00,3,118.33333333333331,88.13805,69.32429,136.39494,75.834946,109.613846,chronos_zeroshot
5,2016-05-17 21:00:00,4,65.0,68.10817,57.62339,101.44541,61.24845,82.05278,chronos_zeroshot
5,2016-05-17 22:00:00,5,46.666666666666664,57.219093,51.93712,78.01765,53.973667,65.06351,chronos_zeroshot
5,2016-05-17 23:00:00,6,55.0,55.607857,51.348778,67.396935,53.4981,59.28669,chronos_zeroshot
5,2016-05-18 00:00:00,7,51.666666666666664,54.32606,49.7172,61.080452,52.26165,56.373436,chronos_zeroshot
5,2016-05-18 01:00:00,8,53.333333333333336,54.57972,49.512794,61.61778,52.237152,57.312004,chronos_zeroshot
5,2016-05-18 02:00:00,9,55.0,52.712315,48.542824,60.53715,50.78208,55.37425,chronos_zeroshot
5,2016-05-18 03:00:00,10,51.666666666666664,52.79145,49.503296,64.13957,51.076363,56.401505,chronos_zeroshot
5,2016-05-18 04:00:00,11,51.666666666666664,52.103806,49.571087,70.10416,50.619247,58.44966,chronos_zeroshot
5,2016-05-18 05:00:00,12,65.0,57.54987,51.519012,90.00482,53.448383,70.64082,chronos_zeroshot
5,2016-05-18 06:00:00,13,70.0,62.79026,48.239502,112.85256,52.80086,85.7944,chronos_zeroshot
5,2016-05-18 07:00:00,14,53.333333333333336,87.23764,58.891914,157.37512,68.957565,121.23528,chronos_zeroshot
5,2016-05-18 08:00:00,15,61.666666666666664,89.163605,58.18415,166.19135,68.37702,126.13853,chronos_zeroshot
5,2016-05-18 09:00:00,16,65.0,73.79384,51.0189,145.5887,57.34117,107.13469,chronos_zeroshot
5,2016-05-18 10:00:00,17,58.333333333333336,68.31868,49.77332,134.84052,55.209656,98.21619,chronos_zeroshot
5,2016-05-18 11:00:00,18,70.0,66.28969,48.294743,130.75006,53.718857,94.77577,chronos_zeroshot
5,2016-05-18 12:00:00,19,56.666666666666664,71.117874,49.48514,136.9321,56.25704,100.400444,chronos_zeroshot
5,2016-05-18 13:00:00,20,86.66666666666667,75.06329,51.177452,141.14442,59.056282,104.86359,chronos_zeroshot
5,2016-05-18 14:00:00,21,81.66666666666667,69.2783,48.678013,132.99051,55.53571,97.6814,chronos_zeroshot
5,2016-05-18 15:00:00,22,83.33333333333333,68.24534,47.578094,133.00703,54.361015,96.95049,chronos_zeroshot
5,2016-05-18 16:00:00,23,105.0,92.291466,57.796204,166.98135,70.40513,127.6944,chronos_zeroshot
5,2016-05-18 17:00:00,24,118.33333333333331,158.34793,101.25803,244.3512,125.73218,200.78561,chronos_zeroshot
6,2016-05-18 18:00:00,1,178.33333333333334,126.169044,93.31063,188.50383,106.90637,154.2978,chronos_zeroshot
6,2016-05-18 19:00:00,2,143.33333333333334,105.52238,79.427536,160.34137,89.83152,130.40488,chronos_zeroshot
6,2016-05-18 20:00:00,3,223.33333333333337,88.19811,71.30521,129.9959,77.2779,106.40848,chronos_zeroshot
6,2016-05-18 21:00:00,4,81.66666666666667,67.21974,58.37359,94.40283,61.43492,78.218475,chronos_zeroshot
6,2016-05-18 22:00:00,5,51.666666666666664,57.231773,52.249893,72.64547,53.96077,62.899006,chronos_zeroshot
6,2016-05-18 23:00:00,6,56.666666666666664,56.14772,50.880344,64.10452,53.03282,58.81533,chronos_zeroshot
6,2016-05-19 00:00:00,7,51.666666666666664,54.1766,48.344254,57.73199,50.927536,55.699257,chronos_zeroshot
6,2016-05-19 01:00:00,8,51.666666666666664,54.26748,48.049374,57.952576,50.981228,56.54676,chronos_zeroshot
6,2016-05-19 02:00:00,9,50.0,54.2137,48.49773,58.90305,51.055458,56.50771,chronos_zeroshot
6,2016-05-19 03:00:00,10,51.666666666666664,53.266396,49.133774,61.76007,50.771667,56.30043,chronos_zeroshot
6,2016-05-19 04:00:00,11,56.666666666666664,51.30645,49.488956,66.17021,49.95456,56.436226,chronos_zeroshot
6,2016-05-19 05:00:00,12,55.0,53.10451,49.12418,82.37245,50.201797,64.41395,chronos_zeroshot
6,2016-05-19 06:00:00,13,58.333333333333336,61.595543,47.76374,112.30073,51.88577,84.55662,chronos_zeroshot
6,2016-05-19 07:00:00,14,50.0,81.8269,54.70058,155.25078,63.71546,117.20642,chronos_zeroshot
6,2016-05-19 08:00:00,15,53.333333333333336,83.56462,54.013733,166.13293,62.98954,123.016846,chronos_zeroshot
6,2016-05-19 09:00:00,16,36.666666666666664,67.46424,47.631824,144.40785,52.379177,102.77483,chronos_zeroshot
6,2016-05-19 10:00:00,17,55.0,63.72783,47.965057,137.42151,51.9094,96.26688,chronos_zeroshot
6,2016-05-19 11:00:00,18,51.666666666666664,64.054115,47.283894,136.6669,52.064915,95.491455,chronos_zeroshot
6,2016-05-19 12:00:00,19,55.0,67.320595,47.78723,140.93562,53.529472,99.05463,chronos_zeroshot
6,2016-05-19 13:00:00,20,50.0,70.61692,49.36643,143.53896,56.422104,102.1703,chronos_zeroshot
6,2016-05-19 14:00:00,21,63.333333333333336,66.321205,47.248863,137.09854,53.87832,96.46446,chronos_zeroshot
6,2016-05-19 15:00:00,22,81.66666666666667,65.40369,44.59187,138.5688,51.707466,96.538925,chronos_zeroshot
6,2016-05-19 16:00:00,23,90.0,93.83824,56.82521,179.48169,70.54932,133.23706,chronos_zeroshot
6,2016-05-19 17:00:00,24,208.33333333333337,167.2561,104.51044,263.08618,132.01852,213.7634,chronos_zeroshot
7,2016-05-19 18:00:00,1,120.0,177.63019,114.90317,286.29492,140.48788,229.21213,chronos_zeroshot
7,2016-05-19 19:00:00,2,98.33333333333331,127.29135,81.78514,221.40517,99.21577,171.81683,chronos_zeroshot
7,2016-05-19 20:00:00,3,118.33333333333331,98.367,69.55608,170.27063,79.65944,130.9506,chronos_zeroshot
7,2016-05-19 21:00:00,4,66.66666666666667,68.84039,55.219215,116.6189,60.00828,88.71298,chronos_zeroshot
7,2016-05-19 22:00:00,5,50.0,55.594376,49.225998,84.65462,51.822037,66.0214,chronos_zeroshot
7,2016-05-19 23:00:00,6,56.666666666666664,53.952526,49.45641,70.69136,51.749382,58.933365,chronos_zeroshot
7,2016-05-20 00:00:00,7,51.666666666666664,53.51415,48.215084,63.776596,50.976257,56.482574,chronos_zeroshot
7,2016-05-20 01:00:00,8,51.666666666666664,53.211086,47.09217,62.341156,50.239883,56.518845,chronos_zeroshot
7,2016-05-20 02:00:00,9,36.666666666666664,52.356987,46.689953,62.63723,49.653633,56.007782,chronos_zeroshot
7,2016-05-20 03:00:00,10,58.333333333333336,51.884098,46.825645,65.80405,49.45729,56.482773,chronos_zeroshot
7,2016-05-20 04:00:00,11,51.666666666666664,50.365986,46.983135,71.82405,48.575615,57.476536,chronos_zeroshot
7,2016-05-20 05:00:00,12,61.666666666666664,54.7307,47.785126,94.60437,50.08084,70.29662,chronos_zeroshot
7,2016-05-20 06:00:00,13,66.66666666666667,63.108955,43.254204,130.131,49.819206,93.49266,chronos_zeroshot
7,2016-05-20 07:00:00,14,80.0,118.79696,70.545105,219.36887,89.94368,168.12857,chronos_zeroshot
7,2016-05-20 08:00:00,15,126.66666666666669,119.96716,62.006203,241.83696,82.71768,179.98337,chronos_zeroshot
7,2016-05-20 09:00:00,16,73.33333333333333,98.3912,47.02929,224.36879,62.273552,159.84938,chronos_zeroshot
7,2016-05-20 10:00:00,17,81.66666666666667,96.31087,45.7899,224.76845,60.809593,158.65457,chronos_zeroshot
7,2016-05-20 11:00:00,18,73.33333333333333,105.715256,50.886017,241.22124,67.61406,171.7692,chronos_zeroshot
7,2016-05-20 12:00:00,19,71.66666666666667,116.90046,56.62171,257.0907,75.32999,185.37325,chronos_zeroshot
7,2016-05-20 13:00:00,20,61.666666666666664,125.17987,62.46879,265.47717,82.994736,193.66608,chronos_zeroshot
7,2016-05-20 14:00:00,21,60.0,121.68961,62.714268,255.84508,82.3044,186.3717,chronos_zeroshot
7,2016-05-20 15:00:00,22,46.666666666666664,108.80858,54.642433,236.3138,72.44528,169.86386,chronos_zeroshot
7,2016-05-20 16:00:00,23,48.333333333333336,128.213,64.50114,258.09985,86.966385,191.83566,chronos_zeroshot
7,2016-05-20 17:00:00,24,75.0,176.75021,96.372215,309.56268,128.39633,242.93254,chronos_zeroshot
8,2016-05-20 18:00:00,1,78.33333333333333,83.56037,54.86112,151.78043,65.390144,114.366455,chronos_zeroshot
8,2016-05-20 19:00:00,2,65.0,81.972855,56.42656,146.19142,65.50198,111.48274,chronos_zeroshot
8,2016-05-20 20:00:00,3,70.0,77.02974,57.071777,128.77078,63.80532,100.31413,chronos_zeroshot
8,2016-05-20 21:00:00,4,65.0,64.117615,51.7008,100.329025,56.10182,79.722916,chronos_zeroshot
8,2016-05-20 22:00:00,5,53.333333333333336,56.059784,48.3988,78.71472,51.32643,64.93388,chronos_zeroshot
8,2016-05-20 23:00:00,6,45.0,54.07899,47.645603,67.8307,50.582375,58.993805,chronos_zeroshot
8,2016-05-21 00:00:00,7,48.333333333333336,53.606853,47.200584,62.603134,50.12671,56.9152,chronos_zeroshot
8,2016-05-21 01:00:00,8,51.666666666666664,53.17268,46.575382,60.838585,49.83273,56.337227,chronos_zeroshot
8,2016-05-21 02:00:00,9,56.666666666666664,52.76308,46.414894,61.049385,49.607193,55.94333,chronos_zeroshot
8,2016-05-21 03:00:00,10,48.333333333333336,52.62247,45.98125,63.632572,49.470062,56.65429,chronos_zeroshot
8,2016-05-21 04:00:00,11,56.666666666666664,53.759228,46.557827,69.90585,50.333065,59.43876,chronos_zeroshot
8,2016-05-21 05:00:00,12,51.666666666666664,53.813446,45.431587,79.173454,49.406807,63.463493,chronos_zeroshot
8,2016-05-21 06:00:00,13,60.0,59.523926,46.13134,98.726364,51.85752,76.08745,chronos_zeroshot
8,2016-05-21 07:00:00,14,56.666666666666664,79.492744,54.161366,137.85542,64.5928,106.37578,chronos_zeroshot
8,2016-05-21 08:00:00,15,208.33333333333337,97.36253,61.243317,172.68245,75.35434,132.84227,chronos_zeroshot
8,2016-05-21 09:00:00,16,310.0,92.97348,55.451046,177.74713,68.42433,133.21848,chronos_zeroshot
8,2016-05-21 10:00:00,17,383.3333333333333,93.4141,55.20395,183.17392,68.38186,136.02942,chronos_zeroshot
8,2016-05-21 11:00:00,18,431.6666666666667,87.689224,52.261158,179.66583,63.922646,130.89618,chronos_zeroshot
8,2016-05-21 12:00:00,19,228.33333333333337,82.92701,49.63443,174.94662,60.259483,125.70033,chronos_zeroshot
8,2016-05-21 13:00:00,20,343.3333333333333,80.59798,49.061935,171.9099,59.355644,122.609,chronos_zeroshot
8,2016-05-21 14:00:00,21,303.3333333333333,76.52912,47.707455,166.9256,56.90531,117.831924,chronos_zeroshot
8,2016-05-21 15:00:00,22,361.6666666666667,73.817,44.713238,165.49252,53.841827,116.47232,chronos_zeroshot
8,2016-05-21 16:00:00,23,100.0,83.476654,46.04986,181.15926,58.4767,130.95145,chronos_zeroshot
8,2016-05-21 17:00:00,24,95.0,115.629745,64.09453,218.94107,83.50496,167.06992,chronos_zeroshot
9,2016-05-21 18:00:00,1,125.0,105.883865,66.67358,195.91266,81.37339,145.55286,chronos_zeroshot
9,2016-05-21 19:00:00,2,108.33333333333331,87.9061,57.110218,166.53189,68.357025,122.70233,chronos_zeroshot
9,2016-05-21 20:00:00,3,95.0,76.88944,54.899643,137.70862,62.367897,102.86784,chronos_zeroshot
9,2016-05-21 21:00:00,4,135.0,61.83944,49.479816,103.071556,53.89134,77.98222,chronos_zeroshot
9,2016-05-21 22:00:00,5,73.33333333333333,55.58767,48.702347,80.60174,51.299885,63.872925,chronos_zeroshot
9,2016-05-21 23:00:00,6,148.33333333333334,54.250374,49.039337,70.0101,51.406567,58.448853,chronos_zeroshot
9,2016-05-22 00:00:00,7,60.0,53.507236,48.262337,64.87003,50.684578,56.367737,chronos_zeroshot
9,2016-05-22 01:00:00,8,56.666666666666664,54.023052,48.26641,64.77148,51.154884,57.20173,chronos_zeroshot
9,2016-05-22 02:00:00,9,51.666666666666664,53.305046,47.749157,64.96459,50.62916,56.49301,chronos_zeroshot
9,2016-05-22 03:00:00,10,53.333333333333336,52.013622,47.12923,67.1826,50.147354,55.603035,chronos_zeroshot
9,2016-05-22 04:00:00,11,55.0,51.86121,47.183136,74.712776,50.292103,57.649094,chronos_zeroshot
9,2016-05-22 05:00:00,12,50.0,54.121223,47.32738,92.147125,50.91485,66.36705,chronos_zeroshot
9,2016-05-22 06:00:00,13,58.333333333333336,57.188164,44.83441,116.93822,50.203865,79.85735,chronos_zeroshot
9,2016-05-22 07:00:00,14,63.333333333333336,69.93189,47.856003,159.0657,56.053673,107.74167,chronos_zeroshot
9,2016-05-22 08:00:00,15,190.0,95.27207,60.638695,214.58444,72.51317,147.86078,chronos_zeroshot
9,2016-05-22 09:00:00,16,113.33333333333331,95.95823,55.729233,240.04793,67.36511,160.70222,chronos_zeroshot
9,2016-05-22 10:00:00,17,201.66666666666663,101.82243,53.374798,266.68597,67.65255,177.6257,chronos_zeroshot
9,2016-05-22 11:00:00,18,343.3333333333333,99.048775,46.12774,279.32303,61.081306,183.24423,chronos_zeroshot
9,2016-05-22 12:00:00,19,126.66666666666669,99.60293,44.22561,285.6232,59.141857,186.63922,chronos_zeroshot
9,2016-05-22 13:00:00,20,103.33333333333331,101.05691,47.874775,282.70117,62.703423,185.35541,chronos_zeroshot
9,2016-05-22 14:00:00,21,106.66666666666669,89.69166,46.35466,257.05493,57.867058,165.18948,chronos_zeroshot
9,2016-05-22 15:00:00,22,96.66666666666669,82.57161,45.392406,237.587,54.89753,152.05313,chronos_zeroshot
9,2016-05-22 16:00:00,23,88.33333333333333,96.06721,51.94318,245.74821,65.1825,164.90352,chronos_zeroshot
9,2016-05-22 17:00:00,24,265.0,133.7142,75.091415,277.00256,96.68919,200.98473,chronos_zeroshot
10,2016-05-22 18:00:00,1,120.0,162.36404,102.68577,269.47107,126.892586,212.7422,chronos_zeroshot
10,2016-05-22 19:00:00,2,96.66666666666669,118.14894,74.53597,212.68942,90.96393,162.56284,chronos_zeroshot
10,2016-05-22 20:00:00,3,116.66666666666669,95.22948,66.325615,168.93922,76.40697,128.2567,chronos_zeroshot
10,2016-05-22 21:00:00,4,88.33333333333333,69.09376,54.150696,119.57861,59.50281,89.84328,chronos_zeroshot
10,2016-05-22 22:00:00,5,78.33333333333333,57.020218,49.355625,88.31044,52.43919,67.96402,chronos_zeroshot
10,2016-05-22 23:00:00,6,60.0,55.081898,49.49827,74.178665,52.099846,60.67216,chronos_zeroshot
10,2016-05-23 00:00:00,7,58.333333333333336,53.98374,48.78367,66.07453,51.350876,57.1799,chronos_zeroshot
10,2016-05-23 01:00:00,8,51.666666666666664,53.240425,47.95651,63.692036,50.56629,56.18524,chronos_zeroshot
10,2016-05-23 02:00:00,9,58.333333333333336,52.67588,47.725685,64.268295,50.240692,55.822975,chronos_zeroshot
10,2016-05-23 03:00:00,10,51.666666666666664,52.73356,48.065437,68.166595,50.44003,56.836624,chronos_zeroshot
10,2016-05-23 04:00:00,11,50.0,52.963192,48.15322,76.91475,50.419197,60.09395,chronos_zeroshot
10,2016-05-23 05:00:00,12,66.66666666666667,56.80445,48.597637,95.29501,51.914665,70.683716,chronos_zeroshot
10,2016-05-23 06:00:00,13,60.0,62.02442,47.796894,118.5337,53.10722,85.01603,chronos_zeroshot
10,2016-05-23 07:00:00,14,56.666666666666664,67.99475,48.849583,142.67917,55.534122,100.021194,chronos_zeroshot
10,2016-05-23 08:00:00,15,51.666666666666664,70.90656,50.350876,158.14818,56.61521,108.11531,chronos_zeroshot
10,2016-05-23 09:00:00,16,55.0,64.989685,46.75625,156.508,51.6621,103.46495,chronos_zeroshot
10,2016-05-23 10:00:00,17,51.666666666666664,69.94331,47.364277,167.67577,54.46492,111.523315,chronos_zeroshot
10,2016-05-23 11:00:00,18,56.666666666666664,74.508606,46.468674,178.98712,55.812325,119.66658,chronos_zeroshot
10,2016-05-23 12:00:00,19,61.666666666666664,81.751144,49.185886,188.87244,60.06662,128.07294,chronos_zeroshot
10,2016-05-23 13:00:00,20,56.666666666666664,85.764755,52.7648,191.2164,64.329994,130.81226,chronos_zeroshot
