origin_id,timestamp,step,actual,prediction,lower,upper,model
3,2016-05-15 20:00:00,3,246.66666666666663,120.24872990024588,-14.759228036514429,255.25668783700618,sarima
3,2016-05-15 21:00:00,4,203.33333333333337,83.10304273617334,-54.758621607709614,220.9647070800563,sarima
3,2016-05-15 22:00:00,5,86.66666666666667,68.20305241461061,-71.09736526668111,207.50347009590234,sarima
3,2016-05-15 23:00:00,6,83.33333333333333,60.098799975567104,-80.17509441385907,200.37269436499327,sarima
3,2016-05-16 00:00:00,7,61.666666666666664,56.63328409185027,-84.09162328846529,197.35819147216583,sarima
3,2016-05-16 01:00:00,8,53.333333333333336,56.16195386549314,-84.76803751931823,197.0919452503045,sarima
3,2016-05-16 02:00:00,9,56.666666666666664,54.62505943975249,-86.3992889524094,195.6494078319144,sarima
3,2016-05-16 03:00:00,10,53.333333333333336,52.73142947581739,-88.33613464915719,193.79899360079196,sarima
3,2016-05-16 04:00:00,11,55.0,53.10718652794362,-87.98022534762143,194.19459840350865,sarima
3,2016-05-16 05:00:00,12,51.666666666666664,61.5419076385553,-79.5546096969399,202.6384249740505,sarima
3,2016-05-16 06:00:00,13,53.333333333333336,70.69339201427556,-70.40730532130561,211.79408934985673,sarima
3,2016-05-16 07:00:00,14,61.666666666666664,100.97555371122981,-40.12706200514502,242.07816942760462,sarima
3,2016-05-16 08:00:00,15,88.33333333333333,117.67255573541152,-23.43094054403221,258.7760520148553,sarima
3,2016-05-16 09:00:00,16,70.0,106.26711945959356,-34.836780984309016,247.37101990349612,sarima
3,2016-05-16 10:00:00,17,148.33333333333334,114.7577496742262,-26.346336281530313,255.86183562998272,sarima
3,2016-05-16 11:00:00,18,103.33333333333331,116.36081817141954,-24.743352933120974,257.4649892759601,sarima
3,2016-05-16 12:00:00,19,206.66666666666663,111.08459132025601,-30.019618867378398,252.18880150789042,sarima
3,2016-05-16 13:00:00,20,266.6666666666667,106.74432245051085,-34.359905676107445,247.84855057712915,sarima
3,2016-05-16 14:00:00,21,88.33333333333333,101.57310093244845,-39.53113542809197,242.67733729298888,sarima
3,2016-05-16 15:00:00,22,111.66666666666669,97.41253718446488,-43.6917029553275,238.51677732425725,sarima
3,2016-05-16 16:00:00,23,88.33333333333333,126.55725583246408,-14.546986041910344,267.66149770683853,sarima
3,2016-05-16 17:00:00,24,243.33333333333337,188.41638035287104,47.31213768702861,329.5206230187135,sarima
4,2016-05-16 18:00:00,1,155.0,186.73699213626765,66.6753892881829,306.7985949843524,sarima
4,2016-05-16 19:00:00,2,115.0,137.01949921072946,9.251376311265957,264.78762211019296,sarima
4,2016-05-16 20:00:00,3,96.66666666666669,122.35684794547447,-12.651106169343251,257.36480206029216,sarima
4,2016-05-16 21:00:00,4,68.33333333333333,84.79248753764004,-53.06917290389974,222.6541479791798,sarima
4,2016-05-16 22:00:00,5,46.666666666666664,66.88258056148004,-72.41783317697005,206.18299429993013,sarima
4,2016-05-16 23:00:00,6,60.0,59.7366041173836,-80.53728630199544,200.01049453676262,sarima
4,2016-05-17 00:00:00,7,50.0,55.876192639992766,-84.84871103282289,196.6010963128084,sarima
4,2016-05-17 01:00:00,8,55.0,55.359887945605486,-85.57009976007791,196.2898756512889,sarima
4,2016-05-17 02:00:00,9,51.666666666666664,54.266092081738336,-86.75825266158158,195.29043682505824,sarima
4,2016-05-17 03:00:00,10,53.333333333333336,52.45197173497147,-88.61558875082099,193.51953222076392,sarima
4,2016-05-17 04:00:00,11,53.333333333333336,52.9873390820704,-88.10006915965806,194.07474732379887,sarima
4,2016-05-17 05:00:00,12,58.333333333333336,60.93780666949884,-80.15870703440707,202.03432037340474,sarima
4,2016-05-17 06:00:00,13,56.666666666666664,69.78403047976452,-71.31666322530556,210.88472418483462,sarima
4,2016-05-17 07:00:00,14,65.0,99.06834890677919,-42.034263179569194,240.17096099312758,sarima
4,2016-05-17 08:00:00,15,56.666666666666664,116.2535283622647,-24.849964287377375,257.3570210119068,sarima
4,2016-05-17 09:00:00,16,51.666666666666664,104.5375581949937,-36.566338619209915,245.6414550091973,sarima
4,2016-05-17 10:00:00,17,53.333333333333336,116.31123457084021,-24.792847755264603,257.415316896945,sarima
4,2016-05-17 11:00:00,18,51.666666666666664,115.73657374484873,-25.367593730061856,256.8407412197593,sarima
4,2016-05-17 12:00:00,19,53.333333333333336,115.55515849990843,-25.549048058106678,256.65936505792354,sarima
4,2016-05-17 13:00:00,20,41.666666666666664,114.23342933027973,-26.870795166724236,255.3376538272837,sarima
4,2016-05-17 14:00:00,21,53.333333333333336,100.94832000733979,-40.15591272359018,242.05255273826975,sarima
4,2016-05-17 15:00:00,22,51.666666666666664,98.0777338207788,-43.02650268941312,239.18197033097073,sarima
4,2016-05-17 16:00:00,23,66.66666666666667,124.76379442582183,-16.340443818964275,265.86803267060793,sarima
4,2016-05-17 17:00:00,24,153.33333333333334,190.9889540597066,49.88471502301675,332.0931930963965,sarima
5,2016-05-17 18:00:00,1,100.0,143.44519765303264,23.383597892956587,263.5067974131087,sarima
5,2016-05-17 19:00:00,2,123.33333333333331,101.67473018851874,-26.093389425005725,229.4428498020432,sarima
5,2016-05-17 20:00:00,3,118.33333333333331,99.2173141876407,-35.79063645509903,234.2252648303804,sarima
5,2016-05-17 21:00:00,4,65.0,68.81660979252416,-69.04504710389699,206.6782666889453,sarima
5,2016-05-17 22:00:00,5,46.666666666666664,53.9798119008935,-85.32059825564684,193.28022205743386,sarima
5,2016-05-17 23:00:00,6,55.0,51.5990074611969,-88.67487935155725,191.87289427395103,sarima
5,2016-05-18 00:00:00,7,51.666666666666664,50.09592045135916,-90.6289798533448,190.82082075606314,sarima
5,2016-05-18 01:00:00,8,53.333333333333336,51.607996106491385,-89.32198825685504,192.5379804698378,sarima
5,2016-05-18 02:00:00,9,55.0,51.61563499415536,-89.40870643434107,192.63997642265178,sarima
5,2016-05-18 03:00:00,10,51.666666666666664,50.77954915015751,-90.28800802958703,191.84710632990203,sarima
5,2016-05-18 04:00:00,11,51.666666666666664,51.842715161161415,-89.24468977937539,192.9301201016982,sarima
5,2016-05-18 05:00:00,12,65.0,60.029210630994925,-81.06729977376088,201.12572103575073,sarima
5,2016-05-18 06:00:00,13,70.0,68.6363904286832,-72.46429997821625,209.73708083558265,sarima
5,2016-05-18 07:00:00,14,53.333333333333336,97.11060012032283,-43.99200866829514,238.2132089089408,sarima
5,2016-05-18 08:00:00,15,61.666666666666664,113.21618669020035,-27.887302661915584,254.31967604231627,sarima
5,2016-05-18 09:00:00,16,65.0,101.89386289618629,-39.21003062058445,242.99775641295702,sarima
5,2016-05-18 10:00:00,17,58.333333333333336,113.24727537065915,-27.85680365805571,254.35135439937403,sarima
5,2016-05-18 11:00:00,18,70.0,112.65763812455627,-28.44652605298417,253.76180230209673,sarima
5,2016-05-18 12:00:00,19,56.666666666666664,112.58736874571889,-28.516834514935738,253.69157200637352,sarima
5,2016-05-18 13:00:00,20,86.66666666666667,110.79740252799095,-30.306818671657027,251.90162372763893,sarima
5,2016-05-18 14:00:00,21,81.66666666666667,98.6930116479025,-42.41121778567498,239.79724108147997,sarima
5,2016-05-18 15:00:00,22,83.33333333333333,95.88647926592725,-45.21775394692128,236.99071247877578,sarima
5,2016-05-18 16:00:00,23,105.0,122.02999575587813,-19.0742391915756,263.13423070333187,sarima
5,2016-05-18 17:00:00,24,118.33333333333331,189.21672544653046,48.1124897067771,330.32096118628385,sarima
6,2016-05-18 18:00:00,1,178.33333333333334,138.51925644347023,18.457659488723607,258.58085339821685,sarima
6,2016-05-18 19:00:00,2,143.33333333333334,94.28634698749212,-33.4817696408913,222.05446361587553,sarima
6,2016-05-18 20:00:00,3,223.33333333333337,95.63278904644478,-39.37515844205434,230.64073653494393,sarima
6,2016-05-18 21:00:00,4,81.66666666666667,65.5902745529959,-72.2713791228302,203.451928228822,sarima
6,2016-05-18 22:00:00,5,51.666666666666664,50.19097568419704,-89.109431218325,189.49138258671908,sarima
6,2016-05-18 23:00:00,6,56.666666666666664,49.382364547795724,-90.89151898848743,189.6562480840789,sarima
6,2016-05-19 00:00:00,7,51.666666666666664,48.57347962961125,-92.15141761530089,189.2983768745234,sarima
6,2016-05-19 01:00:00,8,51.666666666666664,50.60300690255907,-90.32697442441078,191.53298822952894,sarima
6,2016-05-19 02:00:00,9,50.0,51.04009934309079,-89.984239074024,192.06443776020558,sarima
6,2016-05-19 03:00:00,10,51.666666666666664,50.32324404540166,-90.74431013093346,191.39079822173676,sarima
6,2016-05-19 04:00:00,11,56.666666666666664,51.49731627387795,-89.59008566766113,192.584718215417,sarima
6,2016-05-19 05:00:00,12,55.0,60.03371564522199,-81.06279176239075,201.1302230528347,sarima
6,2016-05-19 06:00:00,13,58.333333333333336,68.54553254220025,-72.55515486844598,209.64621995284648,sarima
6,2016-05-19 07:00:00,14,50.0,94.95395320879572,-46.14865258396901,236.05655900156046,sarima
6,2016-05-19 08:00:00,15,53.333333333333336,110.72908415253187,-30.374402203916304,251.83257050898004,sarima
6,2016-05-19 09:00:00,16,36.666666666666664,100.11656322272378,-40.987327298463924,241.2204537439115,sarima
6,2016-05-19 10:00:00,17,55.0,110.64091936922178,-30.463156663949107,251.74499540239265,sarima
6,2016-05-19 11:00:00,18,51.666666666666664,110.63623599705997,-30.467925184954453,251.7403971790744,sarima
6,2016-05-19 12:00:00,19,55.0,109.95146789298599,-31.15273237215135,251.05566815812332,sarima
6,2016-05-19 13:00:00,20,50.0,109.65628492282978,-31.447933281305026,250.76050312696458,sarima
6,2016-05-19 14:00:00,21,63.333333333333336,97.88813823681713,-43.216088201250386,238.99236467488464,sarima
6,2016-05-19 15:00:00,22,81.66666666666667,95.29347468350518,-45.81075553384163,236.39770490085198,sarima
6,2016-05-19 16:00:00,23,90.0,121.22866776824989,-19.875564183712157,262.3328997202119,sarima
6,2016-05-19 17:00:00,24,208.33333333333337,185.89237235103815,44.78813960641685,326.99660509565945,sarima
7,2016-05-19 18:00:00,1,120.0,169.24197009359025,49.180375687370784,289.30356449980974,sarima
7,2016-05-19 19:00:00,2,98.33333333333331,127.43316979040587,-0.33494412609887547,255.2012837069106,sarima
7,2016-05-19 20:00:00,3,118.33333333333331,121.45409505347311,-13.553849569527273,256.4620396764735,sarima
7,2016-05-19 21:00:00,4,66.66666666666667,80.40243838280323,-57.459212367243865,218.2640891328503,sarima
7,2016-05-19 22:00:00,5,50.0,62.142542773925086,-77.15786117245425,201.4429467203044,sarima
7,2016-05-19 23:00:00,6,56.666666666666664,57.841418352730116,-82.43246220701305,198.1152989124733,sarima
7,2016-05-20 00:00:00,7,51.666666666666664,54.19578226949173,-86.52911219572442,194.92067673470788,sarima
7,2016-05-20 01:00:00,8,51.666666666666664,54.371102502509316,-86.55887606603635,195.30108107105497,sarima
7,2016-05-20 02:00:00,9,36.666666666666664,53.50798721738913,-87.51634846400826,194.5323228987865,sarima
7,2016-05-20 03:00:00,10,58.333333333333336,52.09202228190098,-88.9755291659592,193.15957372976118,sarima
7,2016-05-20 04:00:00,11,51.666666666666664,52.89500552685806,-88.19239369021392,193.98240474393003,sarima
7,2016-05-20 05:00:00,12,61.666666666666664,60.580661785004864,-80.51584289982567,201.6771664698354,sarima
7,2016-05-20 06:00:00,13,66.66666666666667,68.59725927979022,-72.50342540888218,209.69794396846262,sarima
7,2016-05-20 07:00:00,14,80.0,93.20634343813575,-47.896259633018445,234.30894650928994,sarima
7,2016-05-20 08:00:00,15,126.66666666666669,108.28245531038073,-32.82102832462547,249.38593894538693,sarima
7,2016-05-20 09:00:00,16,73.33333333333333,97.30767535315454,-43.79621244666819,238.41156315297727,sarima
7,2016-05-20 10:00:00,17,81.66666666666667,108.1448375905427,-32.95923572129858,249.248910902384,sarima
7,2016-05-20 11:00:00,18,73.33333333333333,107.94810880306844,-33.15604965763279,249.05226726376966,sarima
7,2016-05-20 12:00:00,19,71.66666666666667,107.42724978831389,-33.67694775551821,248.531447332146,sarima
7,2016-05-20 13:00:00,20,61.666666666666664,106.89501766767964,-34.20919781515363,247.9992331505129,sarima
7,2016-05-20 14:00:00,21,60.0,96.29213924924451,-44.81208446752433,237.39636296601336,sarima
7,2016-05-20 15:00:00,22,46.666666666666664,94.67075216746795,-46.43347532858772,235.77497966352362,sarima
7,2016-05-20 16:00:00,23,48.333333333333336,119.77582506167795,-21.328404169002056,260.88005429235795,sarima
7,2016-05-20 17:00:00,24,75.0,186.9514718406161,45.84724181695012,328.0557018642821,sarima
8,2016-05-20 18:00:00,1,78.33333333333333,108.14759751574456,-11.913994575241958,228.2091896067311,sarima
8,2016-05-20 19:00:00,2,65.0,73.19295621808791,-54.5751552347857,200.96106767096154,sarima
8,2016-05-20 20:00:00,3,70.0,85.83876435287348,-49.1691776669382,220.84670637268516,sarima
8,2016-05-20 21:00:00,4,65.0,54.04051543552273,-83.82113265657347,191.90216352761894,sarima
8,2016-05-20 22:00:00,5,53.333333333333336,41.42162290452371,-97.8787783563206,180.722024165368,sarima
8,2016-05-20 23:00:00,6,45.0,44.063472761559666,-96.21040509411833,184.33735061723766,sarima
8,2016-05-21 00:00:00,7,48.333333333333336,44.80332468639258,-95.92156725358302,185.5282166263682,sarima
8,2016-05-21 01:00:00,8,51.666666666666664,47.95363749176257,-92.976338570867,188.88361355439216,sarima
8,2016-05-21 02:00:00,9,56.666666666666664,48.4592919941777,-92.56504120193185,189.48362519028726,sarima
8,2016-05-21 03:00:00,10,48.333333333333336,49.49801084675089,-91.56953812240089,190.56555981590265,sarima
8,2016-05-21 04:00:00,11,56.666666666666664,50.88210820008067,-90.20528854192384,191.96950494208517,sarima
8,2016-05-21 05:00:00,12,51.666666666666664,59.306748775603225,-81.78975343569051,200.40325098689698,sarima
8,2016-05-21 06:00:00,13,60.0,67.60925434194675,-73.49142787392324,208.70993655781675,sarima
8,2016-05-21 07:00:00,14,56.666666666666664,91.97930544241261,-49.12329515626921,233.08190604109444,sarima
8,2016-05-21 08:00:00,15,208.33333333333337,108.73213659133765,-32.37134457134931,249.8356177540246,sarima
8,2016-05-21 09:00:00,16,310.0,95.90492663836775,-45.198958689205654,237.00881196594116,sarima
8,2016-05-21 10:00:00,17,383.3333333333333,106.71475070170327,-34.38932013792093,247.81882154132745,sarima
8,2016-05-21 11:00:00,18,431.6666666666667,106.19765263934963,-34.90650334914932,247.30180862784857,sarima
8,2016-05-21 12:00:00,19,228.33333333333337,105.66440662670523,-35.439788444931835,246.7686016983423,sarima
8,2016-05-21 13:00:00,20,343.3333333333333,104.71642358270616,-36.38778942793549,245.82063659334779,sarima
8,2016-05-21 14:00:00,21,303.3333333333333,94.55133731897931,-46.552883925600526,235.65555856355914,sarima
8,2016-05-21 15:00:00,22,361.6666666666667,92.39387445918905,-48.71035056468443,233.49809948306253,sarima
8,2016-05-21 16:00:00,23,100.0,116.40912433184904,-24.695102426657044,257.5133510903551,sarima
8,2016-05-21 17:00:00,24,95.0,181.69206555676223,40.58783800497338,322.7962931085511,sarima
9,2016-05-21 18:00:00,1,125.0,130.09191410922455,10.030324121532914,250.15350409691618,sarima
9,2016-05-21 19:00:00,2,108.33333333333331,85.86802577442933,-41.900083440335706,213.63613498919437,sarima
9,2016-05-21 20:00:00,3,95.0,97.718315843805,-37.2896238111157,232.72625549872572,sarima
9,2016-05-21 21:00:00,4,135.0,59.44295311105017,-78.41869256640587,197.3045987885062,sarima
9,2016-05-21 22:00:00,5,73.33333333333333,43.400206946131824,-95.90019187501323,182.70060576727687,sarima
9,2016-05-21 23:00:00,6,148.33333333333334,45.060038983373765,-95.21383641577108,185.33391438251863,sarima
9,2016-05-22 00:00:00,7,60.0,45.617369287337,-95.10752035856024,186.34225893323423,sarima
9,2016-05-22 01:00:00,8,56.666666666666664,48.56603325178867,-92.36394053431809,189.49600703789542,sarima
9,2016-05-22 02:00:00,9,51.666666666666664,49.14130141640436,-91.8830295219222,190.16563235473092,sarima
9,2016-05-22 03:00:00,10,53.333333333333336,49.644755232986924,-91.42279148435902,190.71230195033286,sarima
9,2016-05-22 04:00:00,11,55.0,51.28966126956368,-89.79773322394266,192.37705576307002,sarima
9,2016-05-22 05:00:00,12,50.0,59.04109201084043,-82.05540795334565,200.1375919750265,sarima
9,2016-05-22 06:00:00,13,58.333333333333336,67.31523935526853,-73.78544061416098,208.41591932469805,sarima
9,2016-05-22 07:00:00,14,63.333333333333336,90.36667324292256,-50.73592510961868,231.4692715954638,sarima
9,2016-05-22 08:00:00,15,190.0,113.42905250158556,-27.674426415099887,254.532531418271,sarima
9,2016-05-22 09:00:00,16,113.33333333333331,105.95874646995242,-35.145136611683,247.06262955158783,sarima
9,2016-05-22 10:00:00,17,201.66666666666663,119.69268315662589,-21.411385437089564,260.79675175034134,sarima
9,2016-05-22 11:00:00,18,343.3333333333333,121.46088425596793,-19.643269486635774,262.5650379985716,sarima
9,2016-05-22 12:00:00,19,126.66666666666669,111.41978910647995,-29.68440371926843,252.52398193222834,sarima
9,2016-05-22 13:00:00,20,103.33333333333331,115.90417880495437,-25.200031959801663,257.0083895697104,sarima
9,2016-05-22 14:00:00,21,106.66666666666669,104.33944730597287,-36.76477169272374,245.44366630466948,sarima
9,2016-05-22 15:00:00,22,96.66666666666669,105.01621013677851,-36.088012641217944,246.12043291477497,sarima
9,2016-05-22 16:00:00,23,88.33333333333333,115.64132651572125,-25.462897996915316,256.7455510283578,sarima
9,2016-05-22 17:00:00,24,265.0,177.62978963448754,36.52556432829857,318.7340149406765,sarima
10,2016-05-22 18:00:00,1,120.0,183.07037390708766,63.008785830153926,303.13196198402136,sarima
10,2016-05-22 19:00:00,2,96.66666666666669,145.39026167131357,17.622154489779206,273.15836885284796,sarima
10,2016-05-22 20:00:00,3,116.66666666666669,131.8078612592106,-3.2000762473028033,266.815798765724,sarima
10,2016-05-22 21:00:00,4,88.33333333333333,91.45125170937894,-46.410391774474675,229.31289519323255,sarima
10,2016-05-22 22:00:00,5,78.33333333333333,70.04567694371009,-69.25471966106734,209.34607354848754,sarima
10,2016-05-22 23:00:00,6,60.0,67.12224767473737,-73.15162549274703,207.39612084222176,sarima
10,2016-05-23 00:00:00,7,58.333333333333336,57.919369013977246,-82.80551854784292,198.6442565757974,sarima
10,2016-05-23 01:00:00,8,51.666666666666664,56.836713445573764,-84.09325827240443,197.76668516355195,sarima
10,2016-05-23 02:00:00,9,58.333333333333336,54.6014008165902,-86.42292807063217,195.62572970381257,sarima
10,2016-05-23 03:00:00,10,51.666666666666664,53.43807087822553,-87.62947379344625,194.5056155498973,sarima
10,2016-05-23 04:00:00,11,50.0,53.91590141121352,-87.17149103962348,195.00329386205053,sarima
10,2016-05-23 05:00:00,12,66.66666666666667,60.27895135970334,-80.81754656307666,201.37544928248334,sarima
10,2016-05-23 06:00:00,13,60.0,68.01994153921098,-73.08073638941855,209.1206194678405,sarima
10,2016-05-23 07:00:00,14,56.666666666666664,89.86230995439139,-51.24028635762225,230.96490626640502,sarima
10,2016-05-23 08:00:00,15,51.666666666666664,117.5345129023952,-23.568963973889012,258.6379897786794,sarima
10,2016-05-23 09:00:00,16,55.0,106.65443599871719,-34.44944504257475,247.75831704000913,sarima
10,2016-05-23 10:00:00,17,51.666666666666664,123.77184842815038,-17.33221812524812,264.8759149815489,sarima
10,2016-05-23 11:00:00,18,56.666666666666664,132.02041291296575,-9.083738789333268,273.1245646152648,sarima
10,2016-05-23 12:00:00,19,61.666666666666664,112.24324390790593,-28.86094687754371,253.34743469335558,sarima
10,2016-05-23 13:00:00,20,56.666666666666664,115.38874890711237,-25.715459817347707,256.49295763157244,sarima
10,2016-05-23 14:00:00,21,58.333333333333336,104.49848481444324,-36.60573214395963,245.6027017728461,sarima
10,2016-05-23 15:00:00,22,73.33333333333333,104.6587287698707,-36.44549196783761,245.76294950757904,sarima
10,2016-05-23 16:00:00,23,156.66666666666666,114.38437181242071,-26.719850659934565,255.48859428477598,sarima
10,2016-05-23 17:00:00,24,380.0,181.74024807000603,40.63602480385342,322.8444713361587,sarima
11,2016-05-23 18:00:00,1,123.33333333333331,240.20387186660082,120.14228552551309,360.26545820768854,sarima
11,2016-05-23 19:00:00,2,120.0,193.3600942383492,65.59198890392241,321.128199572776,sarima
11,2016-05-23 20:00:00,3,105.0,164.78795863994353,29.780023085170967,299.7958941947161,sarima
11,2016-05-23 21:00:00,4,68.33333333333333,117.26701904578113,-20.59462244527367,255.12866053683592,sarima
11,2016-05-23 22:00:00,5,63.333333333333336,90.42780909811495,-48.8725854931825,229.7282036894124,sarima
11,2016-05-23 23:00:00,6,58.333333333333336,80.37797056719376,-59.89590057291764,220.65184170730515,sarima
11,2016-05-24 00:00:00,7,50.0,67.13103292933276,-73.59385273918791,207.85591859785342,sarima
11,2016-05-24 01:00:00,8,56.666666666666664,62.82691199402852,-78.10305784513868,203.75688183319573,sarima
11,2016-05-24 02:00:00,9,55.0,58.99719825165696,-82.02712877222038,200.0215252755343,sarima
11,2016-05-24 03:00:00,10,53.333333333333336,56.21519732277117,-84.85234549048857,197.2827401360309,sarima
11,2016-05-24 04:00:00,11,53.333333333333336,55.66992493803082,-85.41746565712396,196.7573155331856,sarima
11,2016-05-24 05:00:00,12,106.66666666666669,61.89107332289593,-79.20542274534947,202.9875693911413,sarima
11,2016-05-24 06:00:00,13,71.66666666666667,68.5334102322629,-72.56726584238254,209.63408630690833,sarima
11,2016-05-24 07:00:00,14,161.66666666666666,88.90901297039446,-52.19358148788257,230.01160742867148,sarima
11,2016-05-24 08:00:00,15,56.666666666666664,114.85559147165678,-26.247883551005643,255.9590664943192,sarima
11,2016-05-24 09:00:00,16,38.333333333333336,104.51002661064805,-36.5938525770745,245.6139057983706,sarima
11,2016-05-24 10:00:00,17,66.66666666666667,120.57974812554835,-20.52431657430492,261.6838128254016,sarima
11,2016-05-24 11:00:00,18,101.66666666666669,128.61562948827915,-12.48852036048578,269.7197793370441,sarima
11,2016-05-24 12:00:00,19,128.33333333333334,109.95879225992338,-31.145396671997574,251.06298119184436,sarima
11,2016-05-24 13:00:00,20,118.33333333333331,112.69479284722945,-28.4094140237045,253.7989997181634,sarima
11,2016-05-24 14:00:00,21,150.0,102.37426345071951,-38.729951654159194,243.4784785555982,sarima
11,2016-05-24 15:00:00,22,141.66666666666666,103.2172951418182,-37.88692374237104,244.32151402600743,sarima
11,2016-05-24 16:00:00,23,141.66666666666666,116.38420211162767,-24.720018507214746,257.4884227304701,sarima
11,2016-05-24 17:00:00,24,203.33333333333337,191.04467904505012,49.940457632187844,332.1489004579124,sarima
